nome,telefone,valor_contribuido,forma_pagamento
Isabela Ramos,(71) 94079-3726,80,PIX
Vanessa Gomes,(71) 93500-3727,10,Espécie
Natália Gomes,(71) 98378-3728,0,Não contribuiu
Fábio Ramos,(71) 99598-3729,0,Não contribuiu
Diego Lima,(71) 93502-3730,0,Não contribuiu
Simone Martins,(71) 91440-3731,15,Espécie
Juliana Teixeira,(71) 98080-3732,60,PIX
Thiago Oliveira,(71) 91885-3733,0,Não contribuiu
Mariana Oliveira,(71) 96435-3734,0,Não contribuiu
William Costa,(71) 94099-3735,25,Espécie
Rodrigo Moreira,(71) 95652-3736,0,Não contribuiu
Isabela Santos,(71) 91993-3737,70,PIX
Camila Rocha,(71) 92048-3738,35,PIX
Gustavo Oliveira,(71) 92100-3739,45,Espécie
Simone Carvalho,(71) 98472-3740,70,PIX
Ana Moreira,(71) 93665-3741,95,Espécie
Helena Silva,(71) 92709-3742,70,Espécie
Gustavo Carvalho,(71) 91612-3743,85,PIX
Isabela Moreira,(71) 91643-3744,25,Espécie
Paulo Santos,(71) 92998-3745,100,Espécie
Patrícia Pereira,(71) 92494-3746,0,Não contribuiu
Juliana Almeida,(71) 91072-3747,70,PIX
Fábio Dias,(71) 94471-3748,40,PIX
Eduardo Gomes,(71) 99366-3749,0,Não contribuiu
Camila Martins,(71) 97235-3750,0,Não contribuiu
Mateus Souza,(71) 93150-3751,55,PIX
Larissa Silva,(71) 97461-3752,10,PIX
Fernanda Melo,(71) 93946-3753,20,Espécie
Lucas Lima,(71) 91392-3754,65,Espécie
Ana Pereira,(71) 94643-3755,80,PIX
Beatriz Silva,(71) 96831-3756,0,Não contribuiu
João Souza,(71) 96264-3757,90,Espécie
Victor Ramos,(71) 92765-3758,40,Espécie
Thiago Oliveira,(71) 92910-3759,35,PIX
Gabriel Dias,(71) 92880-3760,0,Não contribuiu
Yasmin Carvalho,(71) 98721-3761,15,PIX
Lucas Costa,(71) 97048-3762,25,PIX
Isabela Silva,(71) 92689-3763,35,Espécie
Ana Souza,(71) 99174-3764,45,PIX
Lucas Lima,(71) 97002-3765,0,Não contribuiu
Sofia Dias,(71) 96390-3766,40,PIX
Helena Teixeira,(71) 96034-3767,70,PIX
Fernanda Costa,(71) 91615-3768,0,Não contribuiu
Mateus Mendes,(71) 97024-3769,15,Espécie
Beatriz Mendes,(71) 99187-3770,35,PIX
Vanessa Almeida,(71) 99251-3771,60,PIX
Carlos Nascimento,(71) 94230-3772,75,PIX
Larissa Mendes,(71) 93432-3773,0,Não contribuiu
Beatriz Melo,(71) 96079-3774,45,PIX
Juliana Ferreira,(71) 96722-3775,60,PIX
Beatriz Santos,(71) 95780-3776,0,Não contribuiu
Renata Ferreira,(71) 93462-3777,50,Espécie
Isabela Teixeira,(71) 91411-3778,60,Espécie
Rodrigo Melo,(71) 98488-3779,65,Espécie
Victor Almeida,(71) 94584-3780,40,Espécie
João Souza,(71) 99221-3781,45,Espécie
Vinícius Almeida,(71) 94537-3782,30,Espécie
Samuel Lima,(71) 96798-3783,100,Espécie
Renata Ribeiro,(71) 98719-3784,0,Não contribuiu
Camila Santos,(71) 93558-3785,100,Espécie
Natália Pereira,(71) 94751-3786,45,PIX
Camila Pereira,(71) 91408-3787,0,Não contribuiu
Victor Ramos,(71) 92221-3788,30,PIX
Rodrigo Nascimento,(71) 92117-3789,40,Espécie
Victor Carvalho,(71) 97733-3790,15,Espécie
João Mendes,(71) 95609-3791,60,PIX
Rafael Silva,(71) 99277-3792,10,PIX
Larissa Ferreira,(71) 93233-3793,0,Não contribuiu
Thiago Ribeiro,(71) 91433-3794,80,PIX
Rodrigo Santos,(71) 99486-3795,50,PIX
Renata Carvalho,(71) 99150-3796,0,Não contribuiu
Victor Melo,(71) 93116-3797,0,Não contribuiu
Rafael Vieira,(71) 93415-3798,0,Não contribuiu
William Gomes,(71) 97933-3799,100,Espécie
Beatriz Almeida,(71) 93349-3800,15,Espécie
Yasmin Carvalho,(71) 99830-3801,50,PIX
Bruno Mendes,(71) 97042-3802,70,PIX
Gabriel Dias,(71) 99337-3803,0,Não contribuiu
Diego Ribeiro,(71) 93666-3804,70,Espécie
Patrícia Barbosa,(71) 93875-3805,90,Espécie
Fábio Moreira,(71) 99602-3806,60,Espécie
Ana Ribeiro,(71) 99921-3807,60,Espécie
Marcelo Dias,(71) 94727-3808,95,Espécie
Yasmin Teixeira,(71) 91714-3809,35,PIX
Natália Vieira,(71) 98354-3810,0,Não contribuiu
Ana Costa,(71) 95093-3811,0,Não contribuiu
Eduardo Costa,(71) 92752-3812,35,PIX
Simone Ramos,(71) 95702-3813,60,Espécie
Thiago Ramos,(71) 98792-3814,10,PIX
Vinícius Ramos,(71) 99672-3815,35,PIX
Beatriz Pereira,(71) 98761-3816,65,Espécie
Simone Rocha,(71) 92185-3817,80,PIX
Daniel Souza,(71) 96893-3818,20,Espécie
Rafael Lima,(71) 98575-3819,20,PIX
Camila Gomes,(71) 95067-3820,70,Espécie
Rafael Costa,(71) 92370-3821,85,Espécie
Isabela Barbosa,(71) 94985-3822,0,Não contribuiu
Fábio Dias,(71) 97808-3823,80,Espécie
Rodrigo Santos,(71) 97364-3824,35,PIX
Simone Barbosa,(71) 94012-3825,65,Espécie
Patrícia Melo,(71) 99155-3826,20,Espécie
Juliana Costa,(71) 99374-3827,50,Espécie
Bruno Pereira,(71) 95151-3828,0,Não contribuiu
Samuel Gomes,(71) 94331-3829,45,Espécie
William Barbosa,(71) 91675-3830,30,PIX
Fernanda Vieira,(71) 98636-3831,35,PIX
Camila Moreira,(71) 98112-3832,65,PIX
Fernanda Ribeiro,(71) 95473-3833,35,PIX
Sofia Santos,(71) 93367-3834,0,Não contribuiu
João Melo,(71) 94327-3835,15,PIX
João Vieira,(71) 91563-3836,50,PIX
Rafael Dias,(71) 97511-3837,65,Espécie
João Mendes,(71) 92147-3838,60,PIX
Fernanda Lima,(71) 93155-3839,85,PIX
Carlos Ramos,(71) 96707-3840,40,Espécie
Victor Moreira,(71) 94740-3841,55,Espécie
Eduardo Martins,(71) 93906-3842,60,PIX
William Lima,(71) 93513-3843,40,PIX
Vinícius Martins,(71) 92194-3844,0,Não contribuiu
Daniel Ribeiro,(71) 96203-3845,50,Espécie
Samuel Vieira,(71) 94680-3846,75,Espécie
Diego Ferreira,(71) 91546-3847,50,PIX
Juliana Melo,(71) 92446-3848,90,PIX
Larissa Pereira,(71) 96422-3849,75,PIX
Thiago Martins,(71) 93000-3850,25,PIX
Ana Ferreira,(71) 91365-3851,55,Espécie
Renata Ramos,(71) 92154-3852,90,PIX
Daniel Melo,(71) 96890-3853,50,Espécie
Natália Mendes,(71) 93614-3854,80,PIX
Mateus Dias,(71) 92644-3855,0,Não contribuiu
Patrícia Silva,(71) 95865-3856,40,PIX
Larissa Vieira,(71) 94996-3857,75,Espécie
William Dias,(71) 98521-3858,50,PIX
Daniel Barbosa,(71) 94413-3859,0,Não contribuiu
Samuel Costa,(71) 97115-3860,75,Espécie
Marcelo Ribeiro,(71) 95025-3861,85,Espécie
Diego Mendes,(71) 95071-3862,95,Espécie
Simone Moreira,(71) 95527-3863,40,Espécie
Victor Mendes,(71) 93899-3864,75,Espécie
Natália Ferreira,(71) 91516-3865,0,Não contribuiu
Patrícia Teixeira,(71) 95204-3866,25,PIX
Patrícia Vieira,(71) 94293-3867,0,Não contribuiu
Vanessa Pereira,(71) 94673-3868,80,PIX
Renata Costa,(71) 97983-3869,0,Não contribuiu
Paulo Lima,(71) 99275-3870,0,Não contribuiu
Daniel Dias,(71) 98784-3871,45,PIX
Bruno Moreira,(71) 99841-3872,80,Espécie
João Souza,(71) 91973-3873,15,PIX
João Barbosa,(71) 92847-3874,0,Não contribuiu
Elaine Moreira,(71) 93872-3875,30,Espécie
Rafael Moreira,(71) 97069-3876,65,Espécie
Patrícia Ramos,(71) 95350-3877,0,Não contribuiu
Larissa Rocha,(71) 96169-3878,45,Espécie
Larissa Nascimento,(71) 93481-3879,25,Espécie
Gabriel Santos,(71) 91378-3880,10,Espécie
Vanessa Costa,(71) 97848-3881,10,Espécie
Helena Gomes,(71) 97836-3882,20,PIX
Thiago Martins,(71) 97067-3883,45,Espécie
Bruno Costa,(71) 92151-3884,35,PIX
João Oliveira,(71) 96281-3885,0,Não contribuiu
Elaine Mendes,(71) 96364-3886,50,Espécie
Rafael Almeida,(71) 96590-3887,95,Espécie
Rafael Nascimento,(71) 96364-3888,50,Espécie
Diego Lima,(71) 98450-3889,0,Não contribuiu
Carlos Dias,(71) 93327-3890,90,PIX
Victor Lima,(71) 97284-3891,80,Espécie
Patrícia Teixeira,(71) 96308-3892,55,Espécie
Victor Dias,(71) 96407-3893,0,Não contribuiu
Vinícius Souza,(71) 95824-3894,60,PIX
Simone Moreira,(71) 94495-3895,45,PIX
João Silva,(71) 91690-3896,80,PIX
Daniel Carvalho,(71) 92197-3897,50,PIX
Isabela Teixeira,(71) 95671-3898,10,PIX
Elaine Martins,(71) 98010-3899,35,PIX
Larissa Carvalho,(71) 91292-3900,25,PIX
Juliana Barbosa,(71) 98437-3901,0,Não contribuiu
Gabriel Lima,(71) 96126-3902,65,Espécie
Sofia Souza,(71) 93554-3903,75,PIX
Bruno Ribeiro,(71) 94659-3904,0,Não contribuiu
Gustavo Nascimento,(71) 92560-3905,0,Não contribuiu
Gustavo Costa,(71) 99891-3906,90,Espécie
Marcelo Oliveira,(71) 96678-3907,100,PIX
Mateus Santos,(71) 95275-3908,80,Espécie
Juliana Souza,(71) 92150-3909,0,Não contribuiu
William Lima,(71) 98308-3910,15,PIX
Thiago Silva,(71) 93982-3911,100,PIX
Renata Dias,(71) 96748-3912,0,Não contribuiu
Camila Almeida,(71) 91092-3913,10,Espécie
Juliana Almeida,(71) 91339-3914,0,Não contribuiu
Isabela Carvalho,(71) 99287-3915,75,PIX
William Oliveira,(71) 94055-3916,55,PIX
João Carvalho,(71) 98796-3917,20,Espécie
Juliana Rocha,(71) 96539-3918,0,Não contribuiu
Larissa Pereira,(71) 97360-3919,95,PIX
Daniel Ramos,(71) 99705-3920,60,Espécie
Samuel Rocha,(71) 97736-3921,55,Espécie
Yasmin Rocha,(71) 95507-3922,0,Não contribuiu
Isabela Ferreira,(71) 94112-3923,80,PIX
Victor Costa,(71) 94347-3924,90,PIX
Rodrigo Silva,(71) 98767-3925,30,PIX
Isabela Dias,(71) 98692-3926,40,PIX
Marcelo Gomes,(71) 97864-3927,30,Espécie
Paulo Lima,(71) 99436-3928,85,Espécie
Marcelo Souza,(71) 94508-3929,80,Espécie
Isabela Pereira,(71) 92397-3930,0,Não contribuiu
Simone Gomes,(71) 98449-3931,70,PIX
Diego Gomes,(71) 99744-3932,55,PIX
Gabriel Martins,(71) 98276-3933,60,Espécie
Carlos Pereira,(71) 93496-3934,75,Espécie
Daniel Gomes,(71) 93817-3935,55,PIX
João Oliveira,(71) 93251-3936,15,PIX
Rafael Costa,(71) 93206-3937,15,Espécie
Isabela Ferreira,(71) 92873-3938,70,Espécie
Beatriz Mendes,(71) 99544-3939,50,Espécie
Renata Moreira,(71) 97746-3940,25,Espécie
Thiago Martins,(71) 99817-3941,50,Espécie
Gabriel Almeida,(71) 91976-3942,45,PIX
Gustavo Silva,(71) 92983-3943,40,PIX
Sofia Carvalho,(71) 99527-3944,95,Espécie
Vanessa Santos,(71) 92763-3945,75,Espécie
Isabela Mendes,(71) 95286-3946,50,PIX
Marcelo Ramos,(71) 97809-3947,0,Não contribuiu
Juliana Carvalho,(71) 98122-3948,0,Não contribuiu
Carlos Teixeira,(71) 97329-3949,70,Espécie
Helena Moreira,(71) 95864-3950,15,Espécie
Natália Dias,(71) 94756-3951,25,PIX
Paulo Silva,(71) 91171-3952,95,Espécie
Rodrigo Silva,(71) 91687-3953,45,Espécie
William Santos,(71) 93816-3954,15,PIX
Gustavo Nascimento,(71) 94194-3955,35,Espécie
Thiago Teixeira,(71) 98536-3956,0,Não contribuiu
Elaine Silva,(71) 93983-3957,30,Espécie
Vanessa Souza,(71) 95890-3958,100,PIX
Mariana Mendes,(71) 93349-3959,95,Espécie
Elaine Gomes,(71) 99927-3960,25,PIX
Juliana Moreira,(71) 99904-3961,15,PIX
Daniel Mendes,(71) 93469-3962,90,Espécie
Natália Costa,(71) 96404-3963,75,Espécie
Gustavo Rocha,(71) 91102-3964,35,Espécie
Victor Ramos,(71) 95112-3965,40,PIX
Helena Teixeira,(71) 99475-3966,85,Espécie
Simone Ferreira,(71) 98004-3967,60,Espécie
Vinícius Costa,(71) 91728-3968,0,Não contribuiu
Mariana Moreira,(71) 91546-3969,75,PIX
Patrícia Dias,(71) 93742-3970,0,Não contribuiu
Patrícia Santos,(71) 99098-3971,45,PIX
Sofia Melo,(71) 91400-3972,0,Não contribuiu
Thiago Ramos,(71) 98706-3973,30,PIX
Eduardo Ferreira,(71) 93928-3974,65,PIX
Isabela Ramos,(71) 96416-3975,50,Espécie
Yasmin Santos,(71) 98999-3976,0,Não contribuiu
Paulo Almeida,(71) 96018-3977,35,Espécie
Elaine Teixeira,(71) 96602-3978,100,Espécie
Carlos Ramos,(71) 95035-3979,80,PIX
Carlos Martins,(71) 91323-3980,0,Não contribuiu
Helena Melo,(71) 99892-3981,90,PIX
Aline Ribeiro,(71) 98932-3982,0,Não contribuiu
Gabriel Lima,(71) 91821-3983,95,PIX
Renata Gomes,(71) 95606-3984,0,Não contribuiu
Natália Ribeiro,(71) 97107-3985,30,Espécie
Bruno Barbosa,(71) 92775-3986,60,Espécie
Camila Melo,(71) 94749-3987,0,Não contribuiu
Larissa Gomes,(71) 94039-3988,10,PIX
Samuel Carvalho,(71) 97162-3989,35,Espécie
João Mendes,(71) 98634-3990,30,Espécie
Rodrigo Vieira,(71) 92876-3991,0,Não contribuiu
Helena Martins,(71) 93171-3992,90,Espécie
Natália Teixeira,(71) 94397-3993,0,Não contribuiu
Isabela Costa,(71) 99291-3994,0,Não contribuiu
João Martins,(71) 94909-3995,0,Não contribuiu
Vinícius Oliveira,(71) 93814-3996,40,Espécie
João Souza,(71) 94339-3997,40,PIX
Isabela Melo,(71) 95479-3998,80,Espécie
Fábio Gomes,(71) 94917-3999,50,Espécie
Gabriel Vieira,(71) 98476-4000,40,PIX
Natália Ribeiro,(71) 96180-4001,40,PIX
Helena Melo,(71) 94003-4002,0,Não contribuiu
Bruno Costa,(71) 95907-4003,75,PIX
Thiago Ribeiro,(71) 98705-4004,0,Não contribuiu
Diego Souza,(71) 92963-4005,15,Espécie
Lucas Silva,(71) 99891-4006,95,PIX
Marcelo Costa,(71) 96756-4007,35,PIX
Larissa Teixeira,(71) 92363-4008,55,Espécie
Sofia Almeida,(71) 93021-4009,85,PIX
Eduardo Rocha,(71) 92955-4010,10,PIX
Vanessa Ferreira,(71) 96091-4011,10,Espécie
João Martins,(71) 98714-4012,70,PIX
Simone Gomes,(71) 93549-4013,0,Não contribuiu
Vinícius Teixeira,(71) 98979-4014,0,Não contribuiu
Paulo Dias,(71) 97888-4015,0,Não contribuiu
Carlos Ramos,(71) 96888-4016,15,PIX
Gustavo Dias,(71) 93674-4017,65,PIX
Sofia Nascimento,(71) 97548-4018,70,Espécie
Thiago Ribeiro,(71) 99534-4019,10,Espécie
Simone Silva,(71) 96474-4020,85,Espécie
Lucas Barbosa,(71) 91587-4021,50,Espécie
William Santos,(71) 94687-4022,30,PIX
William Melo,(71) 93517-4023,50,PIX
Bruno Ribeiro,(71) 93641-4024,0,Não contribuiu
William Vieira,(71) 92055-4025,0,Não contribuiu
Paulo Teixeira,(71) 96955-4026,0,Não contribuiu
Fernanda Carvalho,(71) 95469-4027,0,Não contribuiu
Paulo Dias,(71) 95726-4028,60,PIX
Victor Ribeiro,(71) 92963-4029,35,Espécie
Yasmin Lima,(71) 92008-4030,0,Não contribuiu
William Ramos,(71) 99402-4031,95,PIX
Larissa Ribeiro,(71) 92745-4032,50,PIX
Vanessa Moreira,(71) 93758-4033,0,Não contribuiu
Camila Silva,(71) 91950-4034,0,Não contribuiu
Camila Mendes,(71) 93393-4035,95,Espécie
Rodrigo Oliveira,(71) 95446-4036,80,Espécie
Daniel Rocha,(71) 96215-4037,95,PIX
Patrícia Santos,(71) 96686-4038,45,Espécie
Rafael Mendes,(71) 99610-4039,40,PIX
Yasmin Mendes,(71) 93634-4040,30,Espécie
Gustavo Pereira,(71) 98090-4041,50,PIX
Patrícia Carvalho,(71) 93118-4042,30,Espécie
Vinícius Martins,(71) 98618-4043,25,PIX
Renata Souza,(71) 97285-4044,60,Espécie
Yasmin Nascimento,(71) 94518-4045,45,PIX
Victor Ferreira,(71) 98579-4046,0,Não contribuiu
Camila Ribeiro,(71) 96934-4047,20,Espécie
Sofia Costa,(71) 94798-4048,85,Espécie
Gabriel Costa,(71) 95313-4049,70,PIX
Vanessa Costa,(71) 97421-4050,0,Não contribuiu
Rafael Oliveira,(71) 94686-4051,45,Espécie
William Nascimento,(71) 93454-4052,85,Espécie
Lucas Melo,(71) 92828-4053,10,PIX
Daniel Barbosa,(71) 99350-4054,85,PIX
Mateus Melo,(71) 96706-4055,30,PIX
Helena Rocha,(71) 98312-4056,0,Não contribuiu
Rodrigo Vieira,(71) 96374-4057,45,Espécie
Lucas Moreira,(71) 99662-4058,85,PIX
Lucas Carvalho,(71) 95590-4059,20,Espécie
Ana Ramos,(71) 91555-4060,80,PIX
Daniel Souza,(71) 98595-4061,80,Espécie
William Pereira,(71) 95102-4062,55,Espécie
Patrícia Pereira,(71) 96461-4063,35,Espécie
William Mendes,(71) 98914-4064,95,PIX
Sofia Almeida,(71) 99938-4065,40,Espécie
Helena Rocha,(71) 95235-4066,65,PIX
Paulo Gomes,(71) 99546-4067,35,Espécie
Gustavo Vieira,(71) 97933-4068,0,Não contribuiu
Simone Martins,(71) 92811-4069,15,Espécie
Fábio Oliveira,(71) 98963-4070,15,Espécie
Helena Costa,(71) 95495-4071,10,PIX
Eduardo Santos,(71) 94324-4072,20,PIX
Lucas Nascimento,(71) 97544-4073,75,Espécie
Simone Martins,(71) 94504-4074,25,Espécie
Rafael Pereira,(71) 99161-4075,0,Não contribuiu
Fernanda Almeida,(71) 91404-4076,0,Não contribuiu
Camila Martins,(71) 93832-4077,60,PIX
João Lima,(71) 93774-4078,75,PIX
Patrícia Lima,(71) 93914-4079,80,PIX
Gustavo Rocha,(71) 95552-4080,90,Espécie
Mateus Ferreira,(71) 95543-4081,15,Espécie
Elaine Martins,(71) 95809-4082,40,PIX
Fábio Rocha,(71) 97370-4083,95,Espécie
Yasmin Souza,(71) 98682-4084,50,PIX
Vinícius Pereira,(71) 98652-4085,80,Espécie
Simone Ribeiro,(71) 99100-4086,90,Espécie
William Almeida,(71) 99773-4087,95,PIX
Camila Ferreira,(71) 98429-4088,70,PIX
Rafael Melo,(71) 93767-4089,15,Espécie
Eduardo Nascimento,(71) 91526-4090,0,Não contribuiu
Gabriel Carvalho,(71) 96465-4091,15,Espécie
Natália Pereira,(71) 99510-4092,15,Espécie
Daniel Santos,(71) 98767-4093,15,PIX
Eduardo Rocha,(71) 96302-4094,90,PIX
Rodrigo Silva,(71) 97109-4095,45,Espécie
Beatriz Teixeira,(71) 95173-4096,50,PIX
Patrícia Silva,(71) 92424-4097,80,PIX
Sofia Carvalho,(71) 91680-4098,20,PIX
Fábio Nascimento,(71) 92654-4099,90,PIX
Simone Ribeiro,(71) 93448-4100,20,PIX
Larissa Barbosa,(71) 99259-4101,30,PIX
Simone Ribeiro,(71) 99306-4102,75,Espécie
William Silva,(71) 96852-4103,85,PIX
Daniel Souza,(71) 93586-4104,25,PIX
Sofia Silva,(71) 94595-4105,15,PIX
Ana Costa,(71) 94336-4106,95,Espécie
Elaine Oliveira,(71) 98381-4107,60,Espécie
Fernanda Santos,(71) 98223-4108,20,Espécie
Paulo Costa,(71) 98670-4109,60,Espécie
Daniel Pereira,(71) 92556-4110,30,PIX
Renata Moreira,(71) 98711-4111,80,Espécie
Daniel Souza,(71) 92713-4112,55,PIX
Patrícia Gomes,(71) 95636-4113,25,PIX
William Ribeiro,(71) 93644-4114,0,Não contribuiu
Yasmin Melo,(71) 91862-4115,60,PIX
Larissa Santos,(71) 91164-4116,0,Não contribuiu
Yasmin Ribeiro,(71) 99594-4117,95,PIX
Lucas Rocha,(71) 98181-4118,10,PIX
Daniel Martins,(71) 92431-4119,95,Espécie
Sofia Nascimento,(71) 99005-4120,90,PIX
Thiago Mendes,(71) 99521-4121,20,Espécie
Ana Teixeira,(71) 92489-4122,0,Não contribuiu
Diego Teixeira,(71) 99794-4123,90,PIX
Fábio Costa,(71) 92561-4124,0,Não contribuiu
Mariana Ramos,(71) 96170-4125,60,PIX
Diego Ramos,(71) 91678-4126,0,Não contribuiu
Sofia Melo,(71) 92756-4127,0,Não contribuiu
Gabriel Almeida,(71) 97219-4128,75,Espécie
João Lima,(71) 95185-4129,70,PIX
Daniel Lima,(71) 99445-4130,15,Espécie
Juliana Gomes,(71) 98555-4131,85,PIX
Rafael Martins,(71) 97842-4132,0,Não contribuiu
Natália Oliveira,(71) 97171-4133,10,PIX
Simone Mendes,(71) 96982-4134,15,PIX
Fábio Dias,(71) 98171-4135,45,PIX
Yasmin Carvalho,(71) 97782-4136,40,PIX
Thiago Ramos,(71) 96120-4137,70,PIX
Samuel Dias,(71) 93515-4138,0,Não contribuiu
Gustavo Ramos,(71) 98502-4139,40,Espécie
João Oliveira,(71) 96559-4140,25,Espécie
Beatriz Almeida,(71) 97137-4141,0,Não contribuiu
Samuel Costa,(71) 96754-4142,0,Não contribuiu
Lucas Nascimento,(71) 91121-4143,75,Espécie
Marcelo Melo,(71) 96397-4144,40,PIX
Elaine Pereira,(71) 92245-4145,10,Espécie
Patrícia Santos,(71) 91345-4146,80,Espécie
Yasmin Gomes,(71) 97231-4147,70,PIX
Elaine Moreira,(71) 96638-4148,35,Espécie
João Dias,(71) 93305-4149,0,Não contribuiu
Mateus Silva,(71) 97965-4150,55,PIX
Paulo Ribeiro,(71) 93499-4151,95,PIX
Eduardo Souza,(71) 97351-4152,70,PIX
Patrícia Almeida,(71) 93977-4153,30,PIX
Elaine Barbosa,(71) 96671-4154,50,Espécie
Vanessa Rocha,(71) 94431-4155,15,PIX
Helena Oliveira,(71) 92403-4156,45,PIX
Eduardo Rocha,(71) 94146-4157,40,PIX
Paulo Dias,(71) 94806-4158,55,Espécie
Carlos Ribeiro,(71) 92810-4159,65,PIX
Simone Souza,(71) 91476-4160,95,PIX
William Ramos,(71) 95224-4161,0,Não contribuiu
Patrícia Pereira,(71) 91979-4162,100,Espécie
Rafael Souza,(71) 91478-4163,100,Espécie
Marcelo Ramos,(71) 97544-4164,20,PIX
Aline Pereira,(71) 99458-4165,25,Espécie
Beatriz Vieira,(71) 95226-4166,10,Espécie
Samuel Pereira,(71) 95520-4167,40,PIX
Juliana Martins,(71) 96864-4168,60,Espécie
Renata Rocha,(71) 93882-4169,40,Espécie
Vanessa Mendes,(71) 91719-4170,90,Espécie
Samuel Moreira,(71) 98190-4171,30,Espécie
Juliana Melo,(71) 91646-4172,65,Espécie
Mateus Melo,(71) 91278-4173,95,PIX
Natália Barbosa,(71) 99371-4174,75,PIX
Rafael Silva,(71) 94713-4175,45,PIX
Thiago Martins,(71) 93623-4176,35,Espécie
Bruno Dias,(71) 97602-4177,15,PIX
Juliana Ribeiro,(71) 98814-4178,30,PIX
Camila Lima,(71) 99125-4179,80,Espécie
Camila Melo,(71) 99279-4180,30,PIX
Carlos Barbosa,(71) 94731-4181,0,Não contribuiu
Victor Costa,(71) 94890-4182,15,PIX
Fernanda Barbosa,(71) 98317-4183,95,Espécie
Renata Oliveira,(71) 91890-4184,40,Espécie
Helena Ferreira,(71) 93584-4185,20,PIX
Helena Teixeira,(71) 91995-4186,80,Espécie
Vinícius Costa,(71) 96364-4187,0,Não contribuiu
Diego Nascimento,(71) 96658-4188,15,Espécie
Beatriz Mendes,(71) 98242-4189,100,PIX
Lucas Ribeiro,(71) 92335-4190,25,Espécie
Gustavo Gomes,(71) 99473-4191,60,Espécie
Helena Teixeira,(71) 96043-4192,0,Não contribuiu
Mariana Souza,(71) 95348-4193,0,Não contribuiu
Simone Gomes,(71) 95776-4194,40,PIX
Renata Gomes,(71) 92393-4195,0,Não contribuiu
Daniel Dias,(71) 95611-4196,20,Espécie
Gustavo Vieira,(71) 98206-4197,30,PIX
Paulo Almeida,(71) 99074-4198,60,Espécie
Elaine Martins,(71) 98154-4199,0,Não contribuiu
Gustavo Moreira,(71) 98159-4200,35,PIX
Beatriz Costa,(71) 93249-4201,85,Espécie
João Mendes,(71) 91526-4202,100,PIX
Ana Pereira,(71) 92071-4203,0,Não contribuiu
Juliana Mendes,(71) 93728-4204,65,Espécie
Aline Souza,(71) 92843-4205,45,PIX
Marcelo Ribeiro,(71) 95169-4206,0,Não contribuiu
Marcelo Almeida,(71) 99744-4207,75,PIX
Ana Dias,(71) 98917-4208,100,Espécie
Camila Ramos,(71) 95750-4209,25,Espécie
Fernanda Gomes,(71) 93061-4210,55,PIX
Helena Pereira,(71) 93044-4211,90,Espécie
Rafael Nascimento,(71) 92589-4212,35,Espécie
Eduardo Gomes,(71) 95453-4213,25,PIX
Samuel Carvalho,(71) 91419-4214,75,Espécie
Victor Dias,(71) 94429-4215,45,Espécie
João Ribeiro,(71) 96019-4216,95,Espécie
Gabriel Lima,(71) 94947-4217,55,PIX
Simone Lima,(71) 97504-4218,80,PIX
Daniel Lima,(71) 99543-4219,50,PIX
Lucas Rocha,(71) 95758-4220,0,Não contribuiu
Victor Pereira,(71) 97294-4221,0,Não contribuiu
Lucas Pereira,(71) 97491-4222,70,Espécie
Bruno Ramos,(71) 92582-4223,30,PIX
Patrícia Teixeira,(71) 93364-4224,60,PIX
Larissa Ferreira,(71) 94964-4225,30,PIX
Diego Barbosa,(71) 96191-4226,30,Espécie
Fábio Oliveira,(71) 99400-4227,50,Espécie
Fábio Oliveira,(71) 92420-4228,0,Não contribuiu
Gabriel Lima,(71) 95295-4229,60,PIX
Ana Teixeira,(71) 94943-4230,30,Espécie
Patrícia Santos,(71) 93105-4231,15,Espécie
Lucas Dias,(71) 97392-4232,30,Espécie
Carlos Vieira,(71) 93849-4233,40,Espécie
Vinícius Rocha,(71) 97304-4234,65,Espécie
Juliana Pereira,(71) 96790-4235,85,Espécie
Simone Melo,(71) 95582-4236,80,Espécie
Ana Martins,(71) 95082-4237,100,PIX
Larissa Martins,(71) 96658-4238,85,Espécie
Gabriel Ramos,(71) 99862-4239,0,Não contribuiu
Beatriz Barbosa,(71) 91721-4240,20,Espécie
Aline Teixeira,(71) 99744-4241,95,PIX
Isabela Pereira,(71) 94710-4242,0,Não contribuiu
Elaine Carvalho,(71) 92696-4243,75,PIX
Camila Santos,(71) 96841-4244,60,PIX
Fernanda Carvalho,(71) 93511-4245,95,Espécie
Fábio Dias,(71) 96301-4246,55,PIX
Mariana Almeida,(71) 95223-4247,55,PIX
Renata Rocha,(71) 94115-4248,70,Espécie
Vinícius Vieira,(71) 96422-4249,10,Espécie
Ana Moreira,(71) 93340-4250,60,Espécie
Aline Ferreira,(71) 91440-4251,0,Não contribuiu
João Ribeiro,(71) 92877-4252,35,Espécie
Eduardo Costa,(71) 97209-4253,0,Não contribuiu
Isabela Ribeiro,(71) 97082-4254,95,Espécie
Thiago Ferreira,(71) 98953-4255,75,Espécie
Rodrigo Oliveira,(71) 94876-4256,10,Espécie
Patrícia Melo,(71) 96172-4257,0,Não contribuiu
Juliana Pereira,(71) 93959-4258,50,Espécie
Victor Silva,(71) 92716-4259,50,PIX
Mariana Silva,(71) 91538-4260,90,PIX
Helena Pereira,(71) 92231-4261,30,Espécie
Elaine Ramos,(71) 95429-4262,70,Espécie
